TrackId,Song,Artist,Album,Composer,Genre,UnitPrice
873,A Carta,Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,"Djavan - Gabriel, O Pensador",Latin,0.99
874,Sina,Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Djavan,Latin,0.99
875,Acelerou,Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Djavan,Latin,0.99
876,Um Amor Puro,Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Djavan,Latin,0.99
877,O Bêbado e a Equilibrista,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
878,O Mestre-Sala dos Mares,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
879,Atrás da Porta,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
880,"Dois Pra Lá, Dois Pra Cá",Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
881,Casa no Campo,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
882,Romaria,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
883,"Alô, Alô, Marciano",Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
884,Me Deixas Louca,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
885,Fascinação,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
886,Saudosa Maloca,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
887,As Aparências Enganam,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
888,Madalena,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
889,Maria Rosa,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
890,Aprendendo A Jogar,Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,,Latin,0.99
891,Layla,Vinícius De Moraes,The Cream Of Clapton,Clapton/Gordon,Blues,0.99
892,Badge,Vinícius De Moraes,The Cream Of Clapton,Clapton/Harrison,Blues,0.99
893,I Feel Free,Vinícius De Moraes,The Cream Of Clapton,Bruce/Clapton,Blues,0.99
894,Sunshine Of Your Love,Vinícius De Moraes,The Cream Of Clapton,Bruce/Clapton,Blues,0.99
895,Crossroads,Vinícius De Moraes,The Cream Of Clapton,Clapton/Robert Johnson Arr: Eric Clapton,Blues,0.99
896,Strange Brew,Vinícius De Moraes,The Cream Of Clapton,Clapton/Collins/Pappalardi,Blues,0.99
897,White Room,Vinícius De Moraes,The Cream Of Clapton,Bruce/Clapton,Blues,0.99
898,Bell Bottom Blues,Vinícius De Moraes,The Cream Of Clapton,Clapton,Blues,0.99
899,Cocaine,Vinícius De Moraes,The Cream Of Clapton,Cale/Clapton,Blues,0.99
900,I Shot The Sheriff,Vinícius De Moraes,The Cream Of Clapton,Marley,Blues,0.99
901,After Midnight,Vinícius De Moraes,The Cream Of Clapton,Clapton/J. J. Cale,Blues,0.99
902,Swing Low Sweet Chariot,Vinícius De Moraes,The Cream Of Clapton,Clapton/Trad. Arr. Clapton,Blues,0.99
903,Lay Down Sally,Vinícius De Moraes,The Cream Of Clapton,Clapton/Levy,Blues,0.99
904,Knockin On Heavens Door,Vinícius De Moraes,The Cream Of Clapton,Clapton/Dylan,Blues,0.99
905,Wonderful Tonight,Vinícius De Moraes,The Cream Of Clapton,Clapton,Blues,0.99
906,Let It Grow,Vinícius De Moraes,The Cream Of Clapton,Clapton,Blues,0.99
907,Promises,Vinícius De Moraes,The Cream Of Clapton,Clapton/F.eldman/Linn,Blues,0.99
908,I Can't Stand It,Vinícius De Moraes,The Cream Of Clapton,Clapton,Blues,0.99
909,Signe,Vinícius E Qurteto Em Cy,Unplugged,Eric Clapton,Blues,0.99
910,Before You Accuse Me,Vinícius E Qurteto Em Cy,Unplugged,Eugene McDaniel,Blues,0.99
911,Hey Hey,Vinícius E Qurteto Em Cy,Unplugged,Big Bill Broonzy,Blues,0.99
912,Tears In Heaven,Vinícius E Qurteto Em Cy,Unplugged,"Eric Clapton, Will Jennings",Blues,0.99
913,Lonely Stranger,Vinícius E Qurteto Em Cy,Unplugged,Eric Clapton,Blues,0.99
914,Nobody Knows You When You're Down & Out,Vinícius E Qurteto Em Cy,Unplugged,Jimmy Cox,Blues,0.99
915,Layla,Vinícius E Qurteto Em Cy,Unplugged,"Eric Clapton, Jim Gordon",Blues,0.99
916,Running On Faith,Vinícius E Qurteto Em Cy,Unplugged,Jerry Lynn Williams,Blues,0.99
917,Walkin' Blues,Vinícius E Qurteto Em Cy,Unplugged,Robert Johnson,Blues,0.99
918,Alberta,Vinícius E Qurteto Em Cy,Unplugged,Traditional,Blues,0.99
919,San Francisco Bay Blues,Vinícius E Qurteto Em Cy,Unplugged,Jesse Fuller,Blues,0.99
920,Malted Milk,Vinícius E Qurteto Em Cy,Unplugged,Robert Johnson,Blues,0.99
921,Old Love,Vinícius E Qurteto Em Cy,Unplugged,"Eric Clapton, Robert Cray",Blues,0.99
922,Rollin' And Tumblin',Vinícius E Qurteto Em Cy,Unplugged,McKinley Morgenfield (Muddy Waters),Blues,0.99
923,Collision,Vinícius E Odette Lara,Album Of The Year,Jon Hudson/Mike Patton,Alternative & Punk,0.99
924,Stripsearch,Vinícius E Odette Lara,Album Of The Year,Jon Hudson/Mike Bordin/Mike Patton,Alternative & Punk,0.99
925,Last Cup Of Sorrow,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Mike Patton,Alternative & Punk,0.99
926,Naked In Front Of The Computer,Vinícius E Odette Lara,Album Of The Year,Mike Patton,Alternative & Punk,0.99
927,Helpless,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Mike Bordin/Mike Patton,Alternative & Punk,0.99
928,Mouth To Mouth,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Alternative & Punk,0.99
929,Ashes To Ashes,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Alternative & Punk,0.99
930,She Loves Me Not,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Mike Bordin/Mike Patton,Alternative & Punk,0.99
931,Got That Feeling,Vinícius E Odette Lara,Album Of The Year,Mike Patton,Alternative & Punk,0.99
932,Paths Of Glory,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Alternative & Punk,0.99
933,Home Sick Home,Vinícius E Odette Lara,Album Of The Year,Mike Patton,Alternative & Punk,0.99
934,Pristina,Vinícius E Odette Lara,Album Of The Year,Bill Gould/Mike Patton,Alternative & Punk,0.99
935,Land Of Sunshine,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
936,Caffeine,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
937,Midlife Crisis,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
938,RV,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
939,Smaller And Smaller,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
940,Everything's Ruined,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
941,Malpractice,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
942,Kindergarten,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
943,Be Aggressive,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
944,A Small Victory,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
945,Crack Hitler,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
946,Jizzlobber,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
947,Midnight Cowboy,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
948,Easy,"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,,Alternative & Punk,0.99
949,Get Out,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
950,Ricochet,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
951,Evidence,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Rock,0.99
952,The Gentle Art Of Making Enemies,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
953,Star A.D.,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
954,Cuckoo For Caca,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Rock,0.99
955,Caralho Voador,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Rock,0.99
956,Ugly In The Morning,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
957,Digging The Grave,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
958,Take This Bottle,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Rock,0.99
959,King For A Day,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",Rock,0.99
960,What A Day,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
961,The Last To Know,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
962,Just A Man,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
963,Absolute Zero,Creedence Clearwater Revival,King For A Day Fool For A Lifetime,"Mike Bordin, Billy Gould, Mike Patton",Rock,0.99
964,From Out Of Nowhere,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
965,Epic,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
966,Falling To Pieces,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
967,Surprise! You're Dead!,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
968,Zombie Eaters,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
969,The Real Thing,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
970,Underwater Love,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
971,The Morning After,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
972,Woodpecker From Mars,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
973,War Pigs,Cássia Eller,The Real Thing,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Alternative & Punk,0.99
974,Edge Of The World,Cássia Eller,The Real Thing,Faith No More,Alternative & Punk,0.99
975,Deixa Entrar,Def Leppard,Deixa Entrar,,Latin,0.99
976,Falamansa Song,Def Leppard,Deixa Entrar,,Latin,0.99
977,Xote Dos Milagres,Def Leppard,Deixa Entrar,,Latin,0.99
978,Rindo À Toa,Def Leppard,Deixa Entrar,,Latin,0.99
979,Confidência,Def Leppard,Deixa Entrar,,Latin,0.99
980,Forró De Tóquio,Def Leppard,Deixa Entrar,,Latin,0.99
981,Zeca Violeiro,Def Leppard,Deixa Entrar,,Latin,0.99
982,Avisa,Def Leppard,Deixa Entrar,,Latin,0.99
983,Principiando/Decolagem,Def Leppard,Deixa Entrar,,Latin,0.99
984,Asas,Def Leppard,Deixa Entrar,,Latin,0.99
985,Medo De Escuro,Def Leppard,Deixa Entrar,,Latin,0.99
986,Oração,Def Leppard,Deixa Entrar,,Latin,0.99
987,Minha Gata,Def Leppard,Deixa Entrar,,Latin,0.99
988,Desaforo,Def Leppard,Deixa Entrar,,Latin,0.99
989,In Your Honor,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
990,No Way Back,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
991,Best Of You,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
992,DOA,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
993,Hell,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
994,The Last Song,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
995,Free Me,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
996,Resolve,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
997,The Deepest Blues Are Black,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
998,End Over End,Dennis Chambers,In Your Honor [Disc 1],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Rock,0.99
999,Still,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1000,What If I Do?,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1001,Miracle,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1002,Another Round,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1003,Friend Of A Friend,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1004,Over And Out,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1005,On The Mend,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1006,Virginia Moon,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1007,Cold Day In The Sun,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1008,Razor,Djavan,In Your Honor [Disc 2],"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Rock,0.99
1009,All My Life,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1010,Low,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1011,Have It All,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1012,Times Like These,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1013,Disenchanted Lullaby,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1014,Tired Of You,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1015,Halo,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1016,Lonely As You,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1017,Overdrive,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1018,Burn Away,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1019,Come Back,Eric Clapton,One By One,Foo Fighters,Alternative & Punk,0.99
1020,Doll,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1021,Monkey Wrench,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1022,"Hey, Johnny Park!",Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1023,My Poor Brain,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1024,Wind Up,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1025,Up In Arms,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1026,My Hero,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1027,See You,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1028,Enough Space,Faith No More,The Colour And The Shape,Dave Grohl,Rock,0.99
1029,February Stars,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1030,Everlong,Faith No More,The Colour And The Shape,Dave Grohl,Rock,0.99
1031,Walking After You,Faith No More,The Colour And The Shape,Dave Grohl,Rock,0.99
1032,New Way Home,Faith No More,The Colour And The Shape,"Dave, Taylor, Nate, Chris",Rock,0.99
1033,My Way,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],claude françois/gilles thibault/jacques revaux/paul anka,Easy Listening,0.99
1034,Strangers In The Night,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],berthold kaempfert/charles singleton/eddie snyder,Easy Listening,0.99
1035,"New York, New York",Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],fred ebb/john kander,Easy Listening,0.99
1036,I Get A Kick Out Of You,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],cole porter,Easy Listening,0.99
1037,Something Stupid,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],carson c. parks,Easy Listening,0.99
1038,Moon River,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],henry mancini/johnny mercer,Easy Listening,0.99
1039,What Now My Love,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],carl sigman/gilbert becaud/pierre leroyer,Easy Listening,0.99
1040,Summer Love,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],hans bradtke/heinz meier/johnny mercer,Easy Listening,0.99
1041,For Once In My Life,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],orlando murden/ronald miller,Easy Listening,0.99
1042,Love And Marriage,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],jimmy van heusen/sammy cahn,Easy Listening,0.99
1043,They Can't Take That Away From Me,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],george gershwin/ira gershwin,Easy Listening,0.99
1044,My Kind Of Town,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],jimmy van heusen/sammy cahn,Easy Listening,0.99
1045,Fly Me To The Moon,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],bart howard,Easy Listening,0.99
1046,I've Got You Under My Skin,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],cole porter,Easy Listening,0.99
1047,The Best Is Yet To Come,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],carolyn leigh/cy coleman,Easy Listening,0.99
1048,It Was A Very Good Year,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],ervin drake,Easy Listening,0.99
1049,Come Fly With Me,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],jimmy van heusen/sammy cahn,Easy Listening,0.99
1050,That's Life,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],dean kay thompson/kelly gordon,Easy Listening,0.99
1051,The Girl From Ipanema,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],antonio carlos jobim/norman gimbel/vinicius de moraes,Easy Listening,0.99
1052,The Lady Is A Tramp,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],lorenz hart/richard rodgers,Easy Listening,0.99
1053,"Bad, Bad Leroy Brown",Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],jim croce,Easy Listening,0.99
1054,Mack The Knife,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],bert brecht/kurt weill/marc blitzstein,Easy Listening,0.99
1055,Loves Been Good To Me,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],rod mckuen,Easy Listening,0.99
1056,L.A. Is My Lady,Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],alan bergman/marilyn bergman/peggy lipton jones/quincy jones,Easy Listening,0.99
1057,Entrando Na Sua (Intro),Foo Fighters,Roda De Funk,,Latin,0.99
1058,Nervosa,Foo Fighters,Roda De Funk,,Latin,0.99
1059,Funk De Bamba (Com Fernanda Abreu),Foo Fighters,Roda De Funk,,Latin,0.99
1060,Call Me At Cleo´s,Foo Fighters,Roda De Funk,,Latin,0.99
1061,Olhos Coloridos (Com Sandra De Sá),Foo Fighters,Roda De Funk,,Latin,0.99
1062,Zambação,Foo Fighters,Roda De Funk,,Latin,0.99
1063,Funk Hum,Foo Fighters,Roda De Funk,,Latin,0.99
1064,Forty Days (Com DJ Hum),Foo Fighters,Roda De Funk,,Latin,0.99
1065,Balada Da Paula,Foo Fighters,Roda De Funk,Emerson Villani,Latin,0.99
1066,Dujji,Foo Fighters,Roda De Funk,,Latin,0.99
1067,Meu Guarda-Chuva,Foo Fighters,Roda De Funk,,Latin,0.99
1068,Motéis,Foo Fighters,Roda De Funk,,Latin,0.99
1069,Whistle Stop,Foo Fighters,Roda De Funk,,Latin,0.99
1070,16 Toneladas,Foo Fighters,Roda De Funk,,Latin,0.99
1071,Divirta-Se (Saindo Da Sua),Foo Fighters,Roda De Funk,,Latin,0.99
1072,Forty Days Instrumental,Foo Fighters,Roda De Funk,,Latin,0.99
1073,Óia Eu Aqui De Novo,Frank Sinatra,As Canções de Eu Tu Eles,,Soundtrack,0.99
1074,Baião Da Penha,Frank Sinatra,As Canções de Eu Tu Eles,,Soundtrack,0.99
1075,Esperando Na Janela,Frank Sinatra,As Canções de Eu Tu Eles,Manuca/Raimundinho DoAcordion/Targino Godim,Soundtrack,0.99
1076,Juazeiro,Frank Sinatra,As Canções de Eu Tu Eles,Humberto Teixeira/Luiz Gonzaga,Soundtrack,0.99
1077,Último Pau-De-Arara,Frank Sinatra,As Canções de Eu Tu Eles,Corumbá/José Gumarães/Venancio,Soundtrack,0.99
1078,Asa Branca,Frank Sinatra,As Canções de Eu Tu Eles,Humberto Teixeira/Luiz Gonzaga,Soundtrack,0.99
1079,Qui Nem Jiló,Frank Sinatra,As Canções de Eu Tu Eles,Humberto Teixeira/Luiz Gonzaga,Soundtrack,0.99
1080,Assum Preto,Frank Sinatra,As Canções de Eu Tu Eles,Humberto Teixeira/Luiz Gonzaga,Soundtrack,0.99
1081,Pau-De-Arara,Frank Sinatra,As Canções de Eu Tu Eles,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Soundtrack,0.99
1082,A Volta Da Asa Branca,Frank Sinatra,As Canções de Eu Tu Eles,Luiz Gonzaga/Zé Dantas,Soundtrack,0.99
1083,O Amor Daqui De Casa,Frank Sinatra,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,0.99
1084,As Pegadas Do Amor,Frank Sinatra,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,0.99
1085,Lamento Sertanejo,Frank Sinatra,As Canções de Eu Tu Eles,Dominguinhos/Gilberto Gil,Soundtrack,0.99
1086,Casinha Feliz,Frank Sinatra,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,0.99
1087,Introdução (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1088,Palco (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1089,Is This Love (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1090,Stir It Up (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1091,Refavela (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1092,Vendedor De Caranguejo (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1093,Quanta (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1094,Estrela (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1095,Pela Internet (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1096,Cérebro Eletrônico (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1097,Opachorô (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1098,Copacabana (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1099,A Novidade (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1100,Ghandi (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1101,De Ouro E Marfim (Live),Funk Como Le Gusta,Quanta Gente Veio Ver (Live),,Latin,0.99
1102,Doce De Carnaval (Candy All),Godsmack,Quanta Gente Veio ver--Bônus De Carnaval,,Jazz,0.99
1103,Lamento De Carnaval,Godsmack,Quanta Gente Veio ver--Bônus De Carnaval,,Jazz,0.99
1104,Pretinha,Godsmack,Quanta Gente Veio ver--Bônus De Carnaval,,Jazz,0.99
1105,A Novidade,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1106,Tenho Sede,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1107,Refazenda,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1108,Realce,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1109,Esotérico,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1110,Drão,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1111,A Paz,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1112,Beira Mar,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1113,Sampa,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1114,Parabolicamará,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1115,Tempo Rei,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1116,Expresso 2222,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1117,Aquele Abraço,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1118,Palco,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1119,Toda Menina Baiana,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1120,Sítio Do Pica-Pau Amarelo,Vinícius E Qurteto Em Cy,Unplugged,Gilberto Gil,Latin,0.99
1121,Straight Out Of Line,Guns N' Roses,Faceless,Sully Erna,Metal,0.99
1122,Faceless,Guns N' Roses,Faceless,Sully Erna,Metal,0.99
1123,Changes,Guns N' Roses,Faceless,Sully Erna; Tony Rombola,Metal,0.99
1124,Make Me Believe,Guns N' Roses,Faceless,Sully Erna,Metal,0.99
1125,I Stand Alone,Guns N' Roses,Faceless,Sully Erna,Metal,0.99
